user_id,total_orders,avg_days_between_orders,avg_basket_size,reorder_rate_pct,total_items_purchased,segment
114023,7,26.17,18.71,32.06,131,1
114024,45,8.07,5.16,60.78,232,3
114025,10,7.11,8.0,71.25,80,0
114026,50,7.22,6.8,80.88,340,3
114027,14,14.15,9.71,47.06,136,0
114028,30,11.38,6.17,40.54,185,0
114029,30,10.34,6.6,35.35,198,0
114030,5,21.0,20.2,15.84,101,1
114031,3,16.5,6.33,15.79,19,2
114032,3,15.0,1.33,25.0,4,2
114033,6,24.2,10.67,31.25,64,2
114034,12,11.82,1.83,45.45,22,0
114035,4,30.0,4.25,5.88,17,2
114036,50,7.27,11.04,73.01,552,3
114037,26,12.04,3.04,39.24,79,0
114038,13,6.33,8.15,21.7,106,0
114039,26,12.08,7.69,61.0,200,0
114040,24,11.57,11.46,60.36,275,0
114041,69,5.28,11.3,80.77,780,3
114042,22,15.19,4.73,80.77,104,0
114043,4,9.67,7.5,16.67,30,0
114044,8,12.14,7.0,50.0,56,0
114045,10,12.56,19.6,42.86,196,1
114046,27,12.85,14.63,65.06,395,1
114047,4,20.33,7.25,13.79,29,2
114048,36,8.49,3.75,54.07,135,0
114049,5,11.5,23.2,45.69,116,1
114050,5,21.75,4.2,33.33,21,2
114051,6,20.8,11.33,29.41,68,2
114052,4,30.0,1.25,60.0,5,2
114053,15,3.64,7.73,71.55,116,0
114054,10,16.33,16.9,59.17,169,1
114055,5,21.75,5.2,19.23,26,2
114056,6,13.2,10.33,54.84,62,0
114057,7,25.83,15.29,39.25,107,2
114058,7,20.83,12.29,27.91,86,2
114059,11,14.2,27.73,71.15,305,1
114060,78,4.62,15.24,57.11,1189,3
114061,7,27.17,4.29,50.0,30,2
114062,3,22.5,2.33,14.29,7,2
114063,12,7.64,3.92,48.94,47,0
114064,14,16.77,12.07,71.01,169,0
114065,25,9.63,6.76,84.02,169,3
114066,6,26.8,1.33,25.0,8,2
114067,3,27.5,16.33,14.29,49,2
114068,3,16.0,6.33,5.26,19,2
114069,10,10.44,17.1,57.89,171,1
114070,15,19.43,10.2,40.52,153,2
114071,62,5.89,7.32,68.94,454,3
114072,4,10.67,10.0,12.5,40,2
114073,13,11.0,1.77,60.87,23,0
114074,23,10.45,3.7,83.53,85,0
114075,11,13.5,6.73,50.0,74,0
114076,4,27.33,5.0,25.0,20,2
114077,4,26.33,7.75,12.9,31,2
114078,86,3.22,11.03,70.5,949,3
114079,13,10.92,1.77,86.96,23,0
114080,24,12.48,12.13,71.13,291,0
114081,3,1.5,6.0,5.56,18,0
114082,26,12.48,17.5,51.43,455,1
114083,6,15.2,2.0,66.67,12,0
114084,68,5.22,14.87,75.47,1011,3
114085,17,17.75,12.65,56.28,215,1
114086,11,17.7,17.27,38.95,190,1
114087,3,13.5,6.67,30.0,20,0
114088,14,14.62,12.14,55.88,170,0
114089,3,20.0,10.67,15.63,32,2
114090,8,7.86,10.63,18.82,85,0
114091,16,16.33,3.5,64.29,56,0
114092,23,11.82,19.17,71.43,441,1
114093,5,11.0,20.6,35.92,103,1
114094,8,29.57,3.63,41.38,29,2
114095,4,2.33,5.75,4.35,23,0
114096,51,3.14,4.25,91.24,217,3
114097,28,12.0,14.32,67.08,401,3
114098,5,25.75,7.2,27.78,36,2
114099,13,5.83,6.69,66.67,87,0
114100,3,23.0,5.33,0.0,16,2
114101,4,10.0,8.75,2.86,35,2
114102,11,19.2,3.09,44.12,34,0
114103,22,9.05,6.27,60.87,138,0
114104,10,5.11,4.6,52.17,46,0
114105,5,26.0,4.2,4.76,21,2
114106,5,15.75,26.0,16.15,130,1
114107,6,29.6,4.0,20.83,24,2
114108,10,12.33,7.2,38.89,72,0
114109,6,21.6,3.33,45.0,20,2
114110,3,29.5,30.67,26.09,92,1
114111,16,7.8,15.44,51.82,247,1
114112,4,13.33,13.0,21.15,52,2
114113,9,8.75,11.89,47.66,107,0
114114,16,16.33,11.63,51.08,186,0
114115,15,12.29,4.4,53.03,66,0
114116,51,6.72,17.51,53.08,893,3
114117,11,16.7,9.82,38.89,108,0
114118,3,18.5,11.0,6.06,33,2
114119,11,22.5,22.0,47.52,242,1
114120,5,10.5,2.4,33.33,12,0
114121,10,22.11,9.9,48.48,99,2
114122,8,14.14,7.13,40.35,57,0
114123,3,15.5,6.67,30.0,20,2
114124,42,8.66,7.19,74.17,302,3
114125,12,15.55,22.0,57.95,264,1
114126,7,14.83,3.0,4.76,21,2
114127,3,21.5,8.0,0.0,24,2
114128,7,23.33,10.14,32.39,71,2
114129,7,26.0,6.86,22.92,48,2
114130,5,6.0,10.6,33.96,53,0
114131,6,25.0,6.0,30.56,36,2
114132,5,13.0,6.8,17.65,34,2
114133,56,6.22,5.88,82.37,329,3
114134,72,5.06,7.89,77.46,568,3
114135,32,9.35,9.31,75.5,298,3
114136,9,10.88,13.33,40.83,120,0
114137,15,15.64,9.0,42.22,135,0
114138,3,30.0,2.33,14.29,7,2
114139,4,5.0,13.5,22.22,54,0
114140,34,9.82,12.56,59.25,427,3
114141,34,9.85,17.76,61.42,604,3
114142,13,17.08,2.69,68.57,35,0
114143,26,14.0,22.23,84.6,578,1
114144,3,30.0,18.0,7.41,54,2
114145,7,17.83,10.0,22.86,70,2
114146,8,23.71,22.75,50.0,182,1
114147,5,28.5,2.8,7.14,14,2
114148,11,15.9,8.27,36.26,91,0
114149,4,22.33,10.5,21.43,42,2
114150,28,11.52,4.39,68.29,123,0
114151,3,27.5,15.67,34.04,47,2
114152,8,11.14,13.5,62.04,108,0
114153,19,15.94,8.47,42.86,161,0
114154,6,16.6,8.83,11.32,53,2
114155,3,13.5,4.0,33.33,12,0
114156,9,9.75,11.89,29.91,107,0
114157,4,26.0,26.5,45.28,106,1
114158,6,23.2,13.17,34.18,79,2
114159,3,19.0,6.67,0.0,20,2
114160,3,9.5,2.33,28.57,7,0
114161,4,3.67,7.25,17.24,29,0
114162,6,18.6,3.67,45.45,22,0
114163,8,15.86,7.13,26.32,57,2
114164,9,22.38,15.89,55.94,143,1
114165,4,14.67,16.75,13.43,67,1
114166,16,14.53,19.25,71.75,308,1
114167,7,7.17,5.57,64.1,39,0
114168,4,25.0,4.5,61.11,18,2
114169,3,30.0,8.0,0.0,24,2
114170,15,17.93,12.4,29.57,186,2
114171,20,16.74,8.7,14.94,174,2
114172,11,17.9,6.27,23.19,69,2
114173,5,5.0,2.8,28.57,14,0
114174,7,12.83,6.57,30.43,46,0
114175,4,30.0,25.25,19.8,101,1
114176,12,21.73,7.83,53.19,94,2
114177,21,12.05,10.81,87.22,227,0
114178,4,22.33,7.5,20.0,30,2
114179,3,9.0,5.0,20.0,15,0
114180,45,5.48,6.49,62.33,292,3
114181,20,11.74,9.0,51.11,180,0
114182,60,6.12,7.43,61.66,446,3
114183,12,16.45,9.5,45.61,114,0
114184,8,16.57,13.75,40.91,110,1
114185,13,8.17,9.62,42.4,125,0
114186,5,18.25,25.6,32.03,128,1
114187,4,14.67,21.75,62.07,87,1
114188,9,20.75,6.33,40.35,57,2
114189,30,11.45,19.43,56.43,583,1
114190,18,5.47,7.28,74.81,131,0
114191,22,4.33,7.91,87.36,174,3
114192,11,6.8,11.0,46.28,121,0
114193,9,20.63,14.22,33.59,128,2
114194,66,4.06,3.77,69.88,249,3
114195,49,7.29,13.1,71.03,642,3
114196,37,9.36,6.81,55.56,252,3
114197,43,7.86,9.65,74.94,415,3
114198,7,14.83,4.71,48.48,33,0
114199,43,8.48,7.28,69.97,313,3
114200,36,7.86,3.31,70.59,119,3
114201,12,15.36,15.92,61.78,191,1
114202,5,18.0,1.4,71.43,7,0
114203,36,8.34,11.5,59.66,414,3
114204,12,5.18,11.83,47.89,142,0
114205,21,15.9,11.76,61.54,247,0
114206,9,7.0,39.11,58.52,352,1
114207,6,17.6,21.67,50.77,130,1
114208,25,7.46,27.16,66.13,679,1
114209,21,12.45,7.57,74.84,159,0
114210,6,27.2,7.17,30.23,43,2
114211,3,15.0,26.0,39.74,78,1
114212,6,11.2,7.83,38.3,47,0
114213,3,12.0,9.0,18.52,27,2
114214,8,12.29,2.38,47.37,19,0
114215,11,14.9,14.45,50.31,159,1
114216,7,13.33,13.43,64.89,94,1
114217,12,11.09,25.17,71.85,302,1
114218,42,8.76,1.86,56.41,78,3
114219,17,17.56,11.24,36.65,191,0
114220,7,21.67,12.71,58.43,89,1
114221,5,20.5,13.4,25.37,67,2
114222,11,10.3,3.73,34.15,41,0
114223,5,27.75,15.8,35.44,79,2
114224,26,12.2,2.27,45.76,59,0
114225,12,11.73,12.83,59.09,154,0
114226,5,30.0,2.4,41.67,12,2
114227,5,21.25,9.0,24.44,45,2
114228,8,23.86,3.5,17.86,28,2
114229,99,1.99,17.51,77.67,1733,3
114230,8,19.57,16.5,38.64,132,1
114231,24,12.48,5.63,37.78,135,0
114232,3,19.5,9.67,41.38,29,2
114233,4,14.67,3.75,33.33,15,0
114234,16,11.47,15.94,49.41,255,1
114235,5,18.75,11.6,36.21,58,2
114236,23,10.27,7.3,46.43,168,0
114237,6,27.2,6.83,19.51,41,2
114238,45,7.48,9.89,68.09,445,3
114239,29,11.04,15.66,66.52,454,1
114240,6,21.8,4.5,48.15,27,2
114241,4,30.0,9.5,0.0,38,2
114242,26,9.96,13.38,60.34,348,0
114243,3,10.5,5.67,23.53,17,0
114244,4,29.67,6.0,8.33,24,2
114245,12,7.64,22.92,60.0,275,1
114246,4,22.0,6.0,4.17,24,2
114247,6,4.2,8.83,35.85,53,0
114248,4,14.67,9.25,21.62,37,2
114249,28,9.19,5.11,83.22,143,3
114250,20,15.16,22.55,73.84,451,1
114251,7,7.0,6.71,25.53,47,0
114252,53,6.85,5.45,63.67,289,3
114253,3,2.5,5.0,33.33,15,0
114254,5,23.75,9.8,22.45,49,2
114255,16,17.33,12.94,58.94,207,1
114256,25,5.96,13.52,69.53,338,3
114257,8,4.0,15.38,65.85,123,0
114258,18,16.47,23.06,51.08,415,1
114259,37,9.44,26.68,80.04,987,1
114260,30,9.55,17.93,68.77,538,1
114261,12,23.91,7.33,56.82,88,2
114262,5,20.5,4.4,40.91,22,2
114263,5,15.0,2.8,50.0,14,0
114264,10,21.67,6.2,54.84,62,2
114265,24,14.7,29.92,73.54,718,1
114266,6,10.8,14.0,35.71,84,1
114267,5,12.25,14.6,43.84,73,1
114268,13,10.83,9.15,61.34,119,0
114269,14,15.54,17.79,48.59,249,1
114270,13,18.83,17.92,33.05,233,1
114271,6,30.0,3.0,50.0,18,2
114272,6,17.2,3.17,31.58,19,2
114273,9,21.5,7.44,43.28,67,2
114274,9,23.88,17.33,53.85,156,1
114275,11,7.5,15.91,42.86,175,1
114276,6,14.4,8.5,19.61,51,2
114277,24,14.52,6.79,69.33,163,0
114278,24,9.91,5.13,38.21,123,0
114279,7,13.5,11.29,10.13,79,2
114280,46,7.89,6.57,72.19,302,3
114281,5,9.25,2.0,50.0,10,0
114282,19,3.78,8.68,40.61,165,0
114283,17,15.5,3.82,29.23,65,0
114284,5,21.0,12.4,38.71,62,2
114285,22,9.48,16.45,55.8,362,1
114286,11,16.0,5.73,28.57,63,2
114287,3,11.0,7.67,8.7,23,2
114288,4,22.33,6.0,12.5,24,2
114289,20,13.63,9.15,59.56,183,0
114290,11,13.8,7.45,46.34,82,0
114291,3,19.0,8.67,19.23,26,2
114292,12,7.64,15.58,58.82,187,1
114293,12,5.09,9.58,38.26,115,0
114294,22,9.95,6.32,49.64,139,0
114295,3,16.0,7.67,4.35,23,2
114296,10,7.89,8.7,19.54,87,0
114297,3,17.0,12.33,37.84,37,2
114298,3,7.5,14.0,11.9,42,0
114299,15,16.21,8.87,57.89,133,0
114300,70,5.09,14.71,75.92,1030,3
114301,13,2.58,14.15,54.89,184,0
114302,13,10.33,7.15,40.86,93,0
114303,14,17.62,18.71,58.78,262,1
114304,6,25.6,12.67,48.68,76,2
114305,5,12.25,13.8,14.49,69,2
114306,4,26.33,8.0,18.75,32,2
114307,5,10.0,6.4,6.25,32,2
114308,17,15.44,6.18,15.24,105,2
114309,10,16.56,16.5,50.91,165,1
114310,6,20.8,14.67,34.09,88,1
114311,45,7.23,20.36,72.6,916,3
114312,10,15.22,5.9,5.08,59,2
114313,11,20.9,6.45,47.89,71,2
114314,7,13.83,8.14,43.86,57,0
114315,3,30.0,10.33,19.35,31,2
114316,23,14.55,2.22,62.75,51,0
114317,15,18.36,10.2,79.74,153,0
114318,4,17.33,12.25,16.33,49,2
114319,9,10.63,6.89,48.39,62,0
114320,5,30.0,1.6,37.5,8,2
114321,8,17.43,9.63,20.78,77,2
114322,92,3.96,8.07,69.81,742,3
114323,7,25.67,21.14,35.81,148,1
114324,11,16.5,10.0,57.27,110,0
114325,5,25.0,13.8,24.64,69,2
114326,13,11.83,8.62,58.93,112,0
114327,6,20.8,16.67,36.0,100,1
114328,24,10.52,2.08,64.0,50,0
114329,14,10.08,5.57,39.74,78,0
114330,12,13.09,6.33,57.89,76,0
114331,4,12.33,7.75,0.0,31,2
114332,4,7.0,24.25,19.59,97,1
114333,13,6.83,13.62,85.31,177,0
114334,20,6.26,5.75,31.3,115,0
114335,23,8.14,5.35,34.15,123,0
114336,14,21.0,3.86,42.59,54,2
114337,5,6.25,11.6,18.97,58,0
114338,8,23.71,10.0,28.75,80,2
114339,13,20.83,3.46,60.0,45,0
114340,3,25.5,11.33,2.94,34,2
114341,43,7.21,8.14,60.0,350,3
114342,3,14.0,15.0,17.78,45,1
114343,3,4.5,17.67,13.21,53,1
114344,3,16.0,4.33,46.15,13,0
114345,16,6.6,6.56,60.95,105,0
114346,99,3.03,4.94,63.39,489,3
114347,53,6.81,10.83,59.76,574,3
114348,4,5.33,7.75,22.58,31,0
114349,20,8.58,7.45,44.97,149,0
114350,3,25.5,2.0,33.33,6,2
114351,4,19.67,6.25,16.0,25,2
114352,18,10.88,6.56,46.61,118,0
114353,4,24.67,10.0,42.5,40,2
114354,8,15.86,11.0,52.27,88,0
114355,12,8.91,11.67,45.0,140,0
114356,14,12.38,11.86,34.34,166,0
114357,6,29.0,5.17,41.94,31,2
114358,6,8.4,8.83,18.87,53,0
114359,4,24.33,8.0,15.63,32,2
114360,8,11.57,14.25,56.14,114,1
114361,17,15.0,30.47,82.82,518,1
114362,20,16.53,9.55,56.54,191,0
114363,5,15.0,23.0,31.3,115,1
114364,6,22.8,8.67,25.0,52,2
114365,3,18.5,6.33,10.53,19,2
114366,7,23.0,4.0,14.29,28,2
114367,8,19.43,13.25,23.58,106,2
114368,27,12.5,11.0,69.02,297,0
114369,3,18.5,15.67,25.53,47,1
114370,12,9.36,11.33,41.18,136,0
114371,20,15.42,10.95,39.73,219,0
114372,15,14.79,9.2,41.3,138,0
114373,8,17.71,3.75,26.67,30,2
114374,14,17.08,11.5,46.58,161,0
114375,41,8.45,16.02,56.32,657,3
114376,22,13.76,12.41,35.16,273,0
114377,34,7.3,9.65,69.51,328,3
114378,67,5.41,5.85,73.72,392,3
114379,7,27.17,4.57,43.75,32,2
114380,15,6.21,13.07,73.98,196,0
114381,5,30.0,5.4,25.93,27,2
114382,9,11.25,6.89,62.9,62,0
114383,15,13.57,6.27,29.79,94,0
114384,8,20.71,6.88,56.36,55,0
114385,32,11.0,11.5,61.41,368,3
114386,17,15.13,14.12,40.83,240,1
114387,10,26.11,1.1,81.82,11,0
114388,9,10.25,5.33,43.75,48,0
114389,28,6.96,20.0,69.11,560,1
114390,18,9.29,12.67,44.74,228,0
114391,5,20.0,23.4,35.04,117,1
114392,11,13.9,6.45,28.17,71,0
114393,9,20.13,13.89,34.4,125,2
114394,5,17.75,15.6,24.36,78,1
114395,12,8.36,23.83,54.9,286,1
114396,4,26.0,2.75,18.18,11,2
114397,18,16.35,12.89,48.71,232,1
114398,30,11.1,13.87,70.19,416,3
114399,4,26.67,3.5,64.29,14,2
114400,4,30.0,13.5,25.93,54,2
114401,3,19.5,11.67,17.14,35,2
114402,53,6.73,8.02,85.65,425,3
114403,10,21.33,10.7,57.94,107,0
114404,5,22.5,3.6,27.78,18,2
114405,9,26.63,8.33,60.0,75,2
114406,11,12.9,3.82,26.19,42,0
114407,7,17.0,8.14,33.33,57,2
114408,10,17.33,4.0,25.0,40,2
114409,5,18.25,7.0,22.86,35,2
114410,42,8.12,7.12,56.86,299,3
114411,40,7.77,7.28,36.77,291,0
114412,24,11.48,13.58,77.61,326,3
114413,42,8.54,7.5,65.4,315,3
114414,4,26.33,4.0,18.75,16,2
114415,45,7.32,6.22,86.07,280,3
114416,7,7.83,2.29,50.0,16,0
114417,6,18.6,5.17,38.71,31,2
114418,13,15.17,20.69,55.39,269,1
114419,5,26.25,12.8,39.06,64,2
114420,11,19.2,6.73,64.86,74,0
114421,4,18.67,2.5,60.0,10,0
114422,4,22.0,9.75,33.33,39,2
114423,30,11.79,13.37,75.06,401,3
114424,4,30.0,20.25,18.52,81,2
114425,4,16.0,6.0,25.0,24,2
114426,3,17.0,18.67,25.0,56,1
114427,5,21.0,2.6,30.77,13,2
114428,19,10.72,5.26,66.0,100,0
114429,4,23.33,17.75,15.49,71,2
114430,10,19.33,10.4,36.54,104,2
114431,7,13.5,19.29,38.52,135,1
114432,5,9.0,19.0,31.58,95,1
114433,7,16.17,5.29,35.14,37,0
114434,15,19.79,27.13,66.58,407,1
114435,18,6.0,3.61,26.15,65,0
114436,5,20.0,5.0,20.0,25,2
114437,5,23.75,5.4,66.67,27,2
114438,38,8.95,7.03,59.93,267,3
114439,68,3.43,4.87,74.62,331,3
114440,12,9.45,17.08,64.39,205,1
114441,4,5.0,12.75,19.61,51,0
114442,3,30.0,4.33,0.0,13,2
114443,14,19.23,3.07,51.16,43,0
114444,3,22.0,4.0,25.0,12,2
114445,6,10.8,7.83,42.55,47,0
114446,8,15.43,2.13,58.82,17,0
114447,24,12.13,5.75,61.59,138,0
114448,51,7.1,4.2,60.75,214,3
114449,36,9.4,7.14,65.37,257,3
114450,13,12.42,7.0,18.68,91,0
114451,4,22.33,8.75,8.57,35,2
114452,65,5.66,18.92,77.72,1230,3
114453,15,21.36,13.07,33.16,196,2
114454,9,14.0,9.78,34.09,88,0
114455,27,8.04,7.33,69.7,198,0
114456,30,9.93,13.33,55.5,400,0
114457,35,8.56,15.66,76.28,548,3
114458,4,9.0,6.5,15.38,26,0
114459,8,21.29,18.75,34.0,150,1
114460,12,11.55,12.58,37.75,151,0
114461,52,7.14,2.48,78.29,129,3
114462,12,22.27,25.42,63.61,305,1
114463,4,28.0,6.75,25.93,27,2
114464,25,12.42,2.04,13.73,51,0
114465,39,7.87,5.26,29.27,205,0
114466,53,7.0,12.3,70.86,652,3
114467,3,30.0,6.33,10.53,19,2
114468,31,11.4,15.03,64.38,466,3
114469,11,22.4,3.91,65.12,43,0
114470,22,4.33,1.5,90.91,33,3
114471,9,10.25,10.78,44.33,97,0
114472,8,26.0,4.0,53.13,32,2
114473,15,18.21,1.67,16.0,25,2
114474,6,19.0,7.83,19.15,47,2
114475,40,6.23,4.9,61.22,196,3
114476,5,26.25,12.0,28.33,60,2
114477,10,16.44,9.9,38.38,99,0
114478,8,11.29,14.13,28.32,113,1
114479,42,8.61,7.02,76.95,295,3
114480,6,23.8,13.5,44.44,81,2
114481,3,30.0,13.0,28.21,39,2
114482,7,22.33,6.86,20.83,48,2
114483,15,12.71,21.8,67.89,327,1
114484,16,16.0,6.44,71.84,103,0
114485,3,8.5,18.67,19.64,56,1
114486,18,10.65,11.56,56.73,208,0
114487,23,8.82,17.3,82.66,398,1
114488,3,30.0,1.0,66.67,3,2
114489,24,5.26,8.29,50.25,199,0
114490,7,18.0,3.0,42.86,21,0
114491,7,22.17,7.14,30.0,50,2
114492,6,28.4,8.5,3.92,51,2
114493,24,13.09,4.25,73.53,102,0
114494,35,8.82,8.63,36.75,302,0
114495,5,25.0,13.0,15.38,65,2
114496,3,30.0,15.33,17.39,46,2
114497,8,16.86,5.75,19.57,46,2
114498,9,8.25,7.33,71.21,66,0
114499,6,7.0,4.33,57.69,26,0
114500,5,9.75,2.4,41.67,12,0
114501,3,14.5,13.0,28.21,39,2
114502,56,6.24,5.93,71.08,332,3
114503,8,17.71,6.75,38.89,54,2
114504,18,3.88,9.89,37.64,178,0
114505,30,11.97,23.37,69.61,701,1
114506,4,30.0,7.75,25.81,31,2
114507,18,14.12,10.72,24.35,193,0
114508,7,22.83,5.71,42.5,40,2
114509,14,9.0,9.21,59.69,129,0
114510,7,10.83,8.57,35.0,60,0
114511,5,24.75,1.6,12.5,8,2
114512,6,19.6,3.67,72.73,22,0
114513,3,29.0,14.0,23.81,42,2
114514,3,17.0,17.0,11.76,51,1
114515,5,2.0,7.8,53.85,39,0
114516,8,22.86,8.63,56.52,69,2
114517,9,18.5,2.0,27.78,18,2
114518,4,9.33,9.75,15.38,39,0
114519,64,5.56,5.73,60.76,367,3
114520,9,25.5,7.89,21.13,71,2
114521,6,26.0,1.33,62.5,8,2
114522,14,10.08,5.64,27.85,79,0
114523,3,30.0,7.33,4.55,22,2
114524,7,22.33,8.43,22.03,59,2
114525,14,17.54,18.71,56.87,262,1
114526,14,17.08,6.79,27.37,95,2
114527,9,17.0,11.11,40.0,100,0
114528,7,23.33,18.71,48.09,131,1
114529,15,13.86,4.07,75.41,61,0
114530,26,11.48,6.04,64.33,157,0
114531,3,28.5,5.33,37.5,16,2
114532,49,7.48,8.45,76.81,414,3
114533,4,20.33,18.0,23.61,72,1
114534,36,7.74,6.69,67.63,241,3
114535,20,16.37,10.55,65.88,211,0
114536,5,23.0,12.2,19.67,61,2
114537,8,21.29,11.5,40.22,92,2
114538,4,28.67,12.0,20.83,48,2
114539,42,8.41,13.69,66.26,575,3
114540,16,10.47,11.69,52.94,187,0
114541,26,9.88,26.12,61.41,679,1
114542,22,15.52,10.0,42.73,220,0
114543,3,23.5,22.0,24.24,66,1
114544,5,26.0,5.2,23.08,26,2
114545,25,13.17,5.36,59.7,134,0
114546,5,10.0,11.6,15.52,58,0
114547,24,6.96,7.25,47.13,174,0
114548,34,8.79,9.76,56.33,332,3
114549,18,15.76,11.33,64.71,204,0
114550,3,4.0,9.67,41.38,29,0
114551,6,23.6,9.67,15.52,58,2
114552,10,15.89,5.5,38.18,55,0
114553,4,18.33,16.0,12.5,64,2
114554,8,16.14,4.5,11.11,36,2
114555,20,10.89,4.95,48.48,99,0
114556,17,5.31,8.35,58.45,142,0
114557,5,7.25,15.0,26.67,75,1
114558,17,15.31,14.76,60.96,251,1
114559,3,30.0,12.67,23.68,38,2
114560,9,10.25,15.33,52.17,138,1
114561,10,4.78,11.5,34.78,115,0
114562,7,23.83,2.86,50.0,20,2
114563,20,8.95,9.6,64.58,192,0
114564,24,8.35,12.0,51.04,288,0
114565,13,13.42,5.92,27.27,77,0
114566,23,8.55,9.91,58.77,228,0
114567,3,22.5,3.67,27.27,11,2
114568,17,10.06,2.71,67.39,46,0
114569,7,14.83,2.14,20.0,15,2
114570,56,6.49,12.84,77.89,719,3
114571,8,18.57,26.0,62.98,208,1
114572,12,5.27,19.67,54.66,236,1
114573,14,18.23,12.14,41.18,170,0
114574,10,27.22,12.4,67.74,124,1
114575,29,12.11,9.83,68.77,285,0
114576,51,6.98,11.55,79.8,589,3
114577,4,4.0,4.25,58.82,17,0
114578,5,25.5,5.2,34.62,26,2
114579,13,20.83,20.38,38.49,265,1
114580,6,10.2,9.83,16.95,59,0
114581,39,9.32,9.31,75.21,363,3
114582,4,21.0,8.5,11.76,34,2
114583,5,18.25,5.0,28.0,25,2
114584,3,13.5,9.0,22.22,27,2
114585,14,17.77,9.14,43.75,128,0
114586,14,11.46,10.5,48.3,147,0
114587,4,17.67,7.75,38.71,31,2
114588,8,22.71,5.88,38.3,47,2
114589,5,13.0,13.8,26.09,69,1
114590,4,21.0,22.0,40.91,88,1
114591,3,29.5,7.67,13.04,23,2
114592,17,7.25,11.94,33.0,203,0
114593,5,15.5,8.2,31.71,41,2
114594,4,6.67,9.0,11.11,36,0
114595,9,18.5,13.22,22.69,119,2
114596,40,9.03,2.92,65.81,117,3
114597,16,11.2,7.31,63.25,117,0
114598,4,15.33,5.5,18.18,22,2
114599,6,25.8,15.0,32.22,90,2
114600,7,23.0,11.57,33.33,81,2
114601,5,13.75,6.4,15.63,32,2
114602,47,7.09,4.94,48.71,232,3
114603,8,19.14,11.25,45.56,90,2
114604,4,18.67,11.0,40.91,44,2
114605,49,7.23,3.39,66.87,166,3
114606,3,6.0,14.0,14.29,42,0
114607,8,21.29,6.5,28.85,52,2
114608,13,21.33,5.85,65.79,76,0
114609,3,22.0,12.67,28.95,38,2
114610,11,18.5,18.45,26.6,203,1
114611,19,16.61,8.42,43.13,160,0
114612,59,6.29,7.32,66.9,432,3
114613,7,14.83,14.0,28.57,98,1
114614,3,11.5,5.0,6.67,15,2
114615,3,30.0,2.0,16.67,6,2
114616,3,25.0,11.67,14.29,35,2
114617,12,21.0,6.75,50.62,81,2
114618,12,11.45,8.5,34.31,102,0
114619,11,13.0,8.36,40.22,92,0
114620,5,8.25,10.8,11.11,54,0
114621,4,16.0,14.0,23.21,56,2
114622,50,7.06,13.42,84.8,671,3
114623,10,12.78,12.6,39.68,126,0
114624,6,27.8,15.33,35.87,92,2
114625,27,8.35,7.26,63.78,196,0
114626,6,19.2,8.67,34.62,52,2
114627,35,9.0,9.14,68.75,320,3
114628,4,30.0,7.75,0.0,31,2
114629,5,7.75,16.8,50.0,84,1
114630,7,17.67,6.57,36.96,46,2
114631,6,20.4,6.17,40.54,37,2
114632,3,18.5,16.67,28.0,50,1
114633,13,22.17,3.23,50.0,42,2
114634,26,12.08,13.0,59.17,338,0
114635,18,12.29,6.44,51.72,116,0
114636,16,10.0,2.06,51.52,33,0
114637,3,19.5,3.0,11.11,9,2
114638,3,28.0,5.33,18.75,16,2
114639,5,11.25,8.0,15.0,40,0
114640,28,12.44,3.25,89.01,91,3
114641,16,15.4,1.13,88.89,18,0
114642,3,24.0,6.33,36.84,19,2
114643,3,8.5,2.67,37.5,8,0
114644,21,10.1,3.86,72.84,81,0
114645,4,30.0,22.5,14.44,90,1
114646,14,13.0,2.64,35.14,37,0
114647,38,8.97,6.21,55.08,236,3
114648,5,6.25,17.8,44.94,89,1
114649,10,7.78,6.3,46.03,63,0
114650,7,22.0,12.0,60.71,84,1
114651,3,13.0,4.67,0.0,14,2
114652,17,15.63,13.59,50.22,231,1
114653,5,27.25,6.2,6.45,31,2
114654,10,9.44,13.2,44.7,132,0
114655,3,25.5,9.67,3.45,29,2
114656,51,6.46,12.0,58.01,612,3
114657,28,12.52,25.93,71.63,726,1
114658,9,15.63,8.78,21.52,79,2
114659,4,9.0,9.5,23.68,38,0
114660,3,30.0,1.33,0.0,4,2
114661,3,5.5,5.0,6.67,15,0
114662,16,13.0,3.13,60.0,50,0
114663,6,21.4,4.67,50.0,28,2
114664,21,11.2,18.57,52.82,390,1
114665,3,23.5,7.0,19.05,21,2
114666,4,15.67,12.0,62.5,48,0
114667,7,14.17,8.14,22.81,57,2
114668,23,13.55,4.17,55.21,96,0
114669,5,25.25,2.0,40.0,10,2
114670,11,19.9,6.82,58.67,75,0
114671,28,10.37,6.25,52.57,175,0
114672,4,29.0,2.0,37.5,8,2
114673,7,15.33,8.86,9.68,62,2
114674,6,13.6,8.33,36.0,50,0
114675,12,7.27,23.33,65.71,280,1
114676,5,18.75,7.6,21.05,38,2
114677,13,20.0,4.31,28.57,56,2
114678,14,13.23,11.5,47.83,161,0
114679,3,30.0,3.67,9.09,11,2
114680,8,7.14,9.5,48.68,76,0
114681,5,17.75,8.4,30.95,42,2
114682,89,4.07,10.85,78.26,966,3
114683,6,20.0,8.83,18.87,53,2
114684,8,20.0,16.63,30.08,133,1
114685,30,10.59,7.97,63.6,239,0
114686,6,16.2,7.83,4.26,47,2
